id,name,type,tactics,description,severity,cvss_score,cvss_vector
T3181,TTP-947,TTP,persistence,Adversaries may perform malicious activity related to TTP 947.,high,,
CVE-2023-2394,CVE-948,CVE,privilege-escalation,Critical vulnerability in software 948 allowing remote exploitation.,high,7.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2022-5269,CVE-949,CVE,privilege-escalation,Critical vulnerability in software 949 allowing remote exploitation.,critical,7.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T7205,TTP-950,TTP,discovery,Adversaries may perform malicious activity related to TTP 950.,high,,
CVE-2020-4341,CVE-951,CVE,privilege-escalation,Critical vulnerability in software 951 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2020-7224,CVE-952,CVE,initial-access,Critical vulnerability in software 952 allowing remote exploitation.,critical,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2025-4212,CVE-953,CVE,initial-access,Critical vulnerability in software 953 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T9441,TTP-954,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 954.,high,,
T5450,TTP-955,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 955.,high,,
T1150,TTP-956,TTP,discovery,Adversaries may perform malicious activity related to TTP 956.,high,,
CVE-2021-2435,CVE-957,CVE,privilege-escalation,Critical vulnerability in software 957 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T4651,TTP-958,TTP,execution,Adversaries may perform malicious activity related to TTP 958.,medium,,
CVE-2023-1030,CVE-959,CVE,execution,Critical vulnerability in software 959 allowing remote exploitation.,critical,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2025-8446,CVE-960,CVE,initial-access,Critical vulnerability in software 960 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T9499,TTP-961,TTP,discovery,Adversaries may perform malicious activity related to TTP 961.,medium,,
T3045,TTP-962,TTP,persistence,Adversaries may perform malicious activity related to TTP 962.,critical,,
CVE-2024-1044,CVE-963,CVE,execution,Critical vulnerability in software 963 allowing remote exploitation.,high,8.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2023-3221,CVE-964,CVE,initial-access,Critical vulnerability in software 964 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T7567,TTP-965,TTP,discovery,Adversaries may perform malicious activity related to TTP 965.,critical,,
CVE-2025-2298,CVE-966,CVE,privilege-escalation,Critical vulnerability in software 966 allowing remote exploitation.,critical,9.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2023-5635,CVE-967,CVE,privilege-escalation,Critical vulnerability in software 967 allowing remote exploitation.,critical,8.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2021-5000,CVE-968,CVE,execution,Critical vulnerability in software 968 allowing remote exploitation.,high,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T5173,TTP-969,TTP,execution,Adversaries may perform malicious activity related to TTP 969.,medium,,
T6869,TTP-970,TTP,impact,Adversaries may perform malicious activity related to TTP 970.,critical,,
T5246,TTP-971,TTP,persistence,Adversaries may perform malicious activity related to TTP 971.,critical,,
T4192,TTP-972,TTP,execution,Adversaries may perform malicious activity related to TTP 972.,critical,,
CVE-2025-7923,CVE-973,CVE,privilege-escalation,Critical vulnerability in software 973 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T5057,TTP-974,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 974.,critical,,
T3855,TTP-975,TTP,execution,Adversaries may perform malicious activity related to TTP 975.,critical,,
CVE-2020-2419,CVE-976,CVE,execution,Critical vulnerability in software 976 allowing remote exploitation.,high,7.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2021-1638,CVE-977,CVE,initial-access,Critical vulnerability in software 977 allowing remote exploitation.,critical,9.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T1185,TTP-978,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 978.,critical,,
T8045,TTP-979,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 979.,high,,
CVE-2021-1662,CVE-980,CVE,initial-access,Critical vulnerability in software 980 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T9793,TTP-981,TTP,impact,Adversaries may perform malicious activity related to TTP 981.,medium,,
T5464,TTP-982,TTP,impact,Adversaries may perform malicious activity related to TTP 982.,critical,,
CVE-2024-2709,CVE-983,CVE,privilege-escalation,Critical vulnerability in software 983 allowing remote exploitation.,high,8.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2021-8251,CVE-984,CVE,execution,Critical vulnerability in software 984 allowing remote exploitation.,high,9.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T3080,TTP-985,TTP,persistence,Adversaries may perform malicious activity related to TTP 985.,critical,,
T3901,TTP-986,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 986.,high,,
CVE-2022-7827,CVE-987,CVE,execution,Critical vulnerability in software 987 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T7710,TTP-988,TTP,persistence,Adversaries may perform malicious activity related to TTP 988.,high,,
CVE-2020-9419,CVE-989,CVE,initial-access,Critical vulnerability in software 989 allowing remote exploitation.,critical,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T9226,TTP-990,TTP,discovery,Adversaries may perform malicious activity related to TTP 990.,critical,,
CVE-2025-6076,CVE-991,CVE,privilege-escalation,Critical vulnerability in software 991 allowing remote exploitation.,critical,7.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2021-9202,CVE-992,CVE,execution,Critical vulnerability in software 992 allowing remote exploitation.,critical,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2020-8827,CVE-993,CVE,privilege-escalation,Critical vulnerability in software 993 allowing remote exploitation.,high,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T9076,TTP-994,TTP,discovery,Adversaries may perform malicious activity related to TTP 994.,high,,
CVE-2020-3360,CVE-995,CVE,execution,Critical vulnerability in software 995 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T2035,TTP-996,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 996.,high,,
T1020,TTP-997,TTP,persistence,Adversaries may perform malicious activity related to TTP 997.,medium,,
T2921,TTP-998,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 998.,critical,,
CVE-2024-6442,CVE-999,CVE,execution,Critical vulnerability in software 999 allowing remote exploitation.,critical,8.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T1371,TTP-1000,TTP,discovery,Adversaries may perform malicious activity related to TTP 1000.,critical,,
