source,target,type,impact_score,mitigation
CVE-2022-3918,IT-08499,TARGETS,0.65,Isoler IT-08499 et appliquer les correctifs pour CVE-2022-3918.
T7653,IT-09507,TARGETS,0.89,Isoler IT-09507 et appliquer les correctifs pour T7653.
T1262,IT-01285,TARGETS,0.79,Isoler IT-01285 et appliquer les correctifs pour T1262.
T5645,IT-06519,TARGETS,0.6,Isoler IT-06519 et appliquer les correctifs pour T5645.
CVE-2024-8947,IT-00849,TARGETS,0.86,Isoler IT-00849 et appliquer les correctifs pour CVE-2024-8947.
T4188,IT-06032,TARGETS,0.77,Isoler IT-06032 et appliquer les correctifs pour T4188.
CVE-2025-9974,IT-08342,TARGETS,0.5,Isoler IT-08342 et appliquer les correctifs pour CVE-2025-9974.
CVE-2025-3953,IT-07056,TARGETS,0.66,Isoler IT-07056 et appliquer les correctifs pour CVE-2025-3953.
T3260,IT-00771,TARGETS,0.85,Isoler IT-00771 et appliquer les correctifs pour T3260.
T4012,IT-09839,TARGETS,0.67,Isoler IT-09839 et appliquer les correctifs pour T4012.
CVE-2022-4399,IT-02785,TARGETS,0.59,Isoler IT-02785 et appliquer les correctifs pour CVE-2022-4399.
T6234,IT-06686,TARGETS,0.56,Isoler IT-06686 et appliquer les correctifs pour T6234.
T7653,IT-04313,TARGETS,0.85,Isoler IT-04313 et appliquer les correctifs pour T7653.
T8605,IT-08071,TARGETS,0.86,Isoler IT-08071 et appliquer les correctifs pour T8605.
T3915,IT-02308,TARGETS,0.82,Isoler IT-02308 et appliquer les correctifs pour T3915.
CVE-2025-5291,IT-02505,TARGETS,0.52,Isoler IT-02505 et appliquer les correctifs pour CVE-2025-5291.
T4630,IT-08079,TARGETS,0.91,Isoler IT-08079 et appliquer les correctifs pour T4630.
CVE-2024-6538,IT-05641,TARGETS,0.75,Isoler IT-05641 et appliquer les correctifs pour CVE-2024-6538.
CVE-2022-7138,IT-07933,TARGETS,0.86,Isoler IT-07933 et appliquer les correctifs pour CVE-2022-7138.
CVE-2023-5545,IT-09543,TARGETS,0.96,Isoler IT-09543 et appliquer les correctifs pour CVE-2023-5545.
T3743,IT-03761,TARGETS,0.67,Isoler IT-03761 et appliquer les correctifs pour T3743.
CVE-2022-7512,IT-04856,TARGETS,0.81,Isoler IT-04856 et appliquer les correctifs pour CVE-2022-7512.
CVE-2021-8443,IT-05722,TARGETS,0.79,Isoler IT-05722 et appliquer les correctifs pour CVE-2021-8443.
CVE-2024-6145,IT-01097,TARGETS,0.9,Isoler IT-01097 et appliquer les correctifs pour CVE-2024-6145.
CVE-2021-4642,IT-06704,TARGETS,0.98,Isoler IT-06704 et appliquer les correctifs pour CVE-2021-4642.
CVE-2025-4512,IT-06321,TARGETS,0.87,Isoler IT-06321 et appliquer les correctifs pour CVE-2025-4512.
CVE-2024-2350,IT-09591,TARGETS,0.99,Isoler IT-09591 et appliquer les correctifs pour CVE-2024-2350.
CVE-2025-9974,IT-00221,TARGETS,0.53,Isoler IT-00221 et appliquer les correctifs pour CVE-2025-9974.
CVE-2022-1115,IT-06549,TARGETS,0.92,Isoler IT-06549 et appliquer les correctifs pour CVE-2022-1115.
CVE-2020-7762,IT-04177,TARGETS,0.94,Isoler IT-04177 et appliquer les correctifs pour CVE-2020-7762.
CVE-2022-3331,IT-06463,TARGETS,0.57,Isoler IT-06463 et appliquer les correctifs pour CVE-2022-3331.
T9225,IT-09479,TARGETS,0.58,Isoler IT-09479 et appliquer les correctifs pour T9225.
T5147,IT-01618,TARGETS,0.66,Isoler IT-01618 et appliquer les correctifs pour T5147.
CVE-2025-8031,IT-07624,TARGETS,0.58,Isoler IT-07624 et appliquer les correctifs pour CVE-2025-8031.
CVE-2023-1925,IT-09029,TARGETS,0.86,Isoler IT-09029 et appliquer les correctifs pour CVE-2023-1925.
T8458,IT-04976,TARGETS,0.8,Isoler IT-04976 et appliquer les correctifs pour T8458.
CVE-2025-2288,IT-03631,TARGETS,0.98,Isoler IT-03631 et appliquer les correctifs pour CVE-2025-2288.
CVE-2023-3302,IT-05701,TARGETS,0.79,Isoler IT-05701 et appliquer les correctifs pour CVE-2023-3302.
CVE-2024-8435,IT-02864,TARGETS,0.83,Isoler IT-02864 et appliquer les correctifs pour CVE-2024-8435.
CVE-2025-3471,IT-07656,TARGETS,0.89,Isoler IT-07656 et appliquer les correctifs pour CVE-2025-3471.
T4491,IT-01412,TARGETS,0.93,Isoler IT-01412 et appliquer les correctifs pour T4491.
CVE-2021-5939,IT-00991,TARGETS,0.91,Isoler IT-00991 et appliquer les correctifs pour CVE-2021-5939.
T8036,IT-00269,TARGETS,0.66,Isoler IT-00269 et appliquer les correctifs pour T8036.
CVE-2023-4232,IT-06360,TARGETS,0.99,Isoler IT-06360 et appliquer les correctifs pour CVE-2023-4232.
T7511,IT-09626,TARGETS,0.78,Isoler IT-09626 et appliquer les correctifs pour T7511.
T5450,IT-05802,TARGETS,0.92,Isoler IT-05802 et appliquer les correctifs pour T5450.
T2119,IT-00047,TARGETS,0.9,Isoler IT-00047 et appliquer les correctifs pour T2119.
CVE-2024-9332,IT-01136,TARGETS,0.84,Isoler IT-01136 et appliquer les correctifs pour CVE-2024-9332.
T8324,IT-04379,TARGETS,0.77,Isoler IT-04379 et appliquer les correctifs pour T8324.
T2712,IT-09125,TARGETS,0.9,Isoler IT-09125 et appliquer les correctifs pour T2712.
CVE-2021-2435,IT-02068,TARGETS,0.58,Isoler IT-02068 et appliquer les correctifs pour CVE-2021-2435.
CVE-2024-6460,IT-04584,TARGETS,0.69,Isoler IT-04584 et appliquer les correctifs pour CVE-2024-6460.
CVE-2020-5581,IT-09648,TARGETS,0.83,Isoler IT-09648 et appliquer les correctifs pour CVE-2020-5581.
CVE-2022-2540,IT-00849,TARGETS,0.66,Isoler IT-00849 et appliquer les correctifs pour CVE-2022-2540.
CVE-2021-6588,IT-09703,TARGETS,0.74,Isoler IT-09703 et appliquer les correctifs pour CVE-2021-6588.
CVE-2024-9666,IT-03906,TARGETS,0.64,Isoler IT-03906 et appliquer les correctifs pour CVE-2024-9666.
T2618,IT-08367,TARGETS,0.52,Isoler IT-08367 et appliquer les correctifs pour T2618.
T2418,IT-05134,TARGETS,0.95,Isoler IT-05134 et appliquer les correctifs pour T2418.
CVE-2025-6883,IT-07905,TARGETS,0.73,Isoler IT-07905 et appliquer les correctifs pour CVE-2025-6883.
CVE-2022-3918,IT-05119,TARGETS,0.69,Isoler IT-05119 et appliquer les correctifs pour CVE-2022-3918.
T7653,IT-05764,TARGETS,0.65,Isoler IT-05764 et appliquer les correctifs pour T7653.
CVE-2022-2570,IT-06359,TARGETS,0.67,Isoler IT-06359 et appliquer les correctifs pour CVE-2022-2570.
T8864,IT-08661,TARGETS,0.67,Isoler IT-08661 et appliquer les correctifs pour T8864.
T8359,IT-06906,TARGETS,0.52,Isoler IT-06906 et appliquer les correctifs pour T8359.
T5459,IT-07306,TARGETS,0.85,Isoler IT-07306 et appliquer les correctifs pour T5459.
CVE-2020-0688,IT-03079,TARGETS,0.73,Isoler IT-03079 et appliquer les correctifs pour CVE-2020-0688.
T1773,IT-06947,TARGETS,0.92,Isoler IT-06947 et appliquer les correctifs pour T1773.
CVE-2023-4393,IT-04258,TARGETS,0.94,Isoler IT-04258 et appliquer les correctifs pour CVE-2023-4393.
CVE-2021-5267,IT-03382,TARGETS,0.81,Isoler IT-03382 et appliquer les correctifs pour CVE-2021-5267.
CVE-2021-3485,IT-02075,TARGETS,0.92,Isoler IT-02075 et appliquer les correctifs pour CVE-2021-3485.
CVE-2023-9047,IT-00225,TARGETS,0.87,Isoler IT-00225 et appliquer les correctifs pour CVE-2023-9047.
T4095,IT-09861,TARGETS,0.67,Isoler IT-09861 et appliquer les correctifs pour T4095.
CVE-2020-2796,IT-00899,TARGETS,0.56,Isoler IT-00899 et appliquer les correctifs pour CVE-2020-2796.
T4854,IT-04698,TARGETS,0.91,Isoler IT-04698 et appliquer les correctifs pour T4854.
T3260,IT-09098,TARGETS,0.55,Isoler IT-09098 et appliquer les correctifs pour T3260.
T9458,IT-05749,TARGETS,0.73,Isoler IT-05749 et appliquer les correctifs pour T9458.
T2640,IT-01764,TARGETS,0.91,Isoler IT-01764 et appliquer les correctifs pour T2640.
CVE-2025-6357,IT-07585,TARGETS,0.75,Isoler IT-07585 et appliquer les correctifs pour CVE-2025-6357.
T6816,IT-01786,TARGETS,0.99,Isoler IT-01786 et appliquer les correctifs pour T6816.
CVE-2024-1730,IT-03344,TARGETS,0.97,Isoler IT-03344 et appliquer les correctifs pour CVE-2024-1730.
CVE-2021-2566,IT-09743,TARGETS,0.55,Isoler IT-09743 et appliquer les correctifs pour CVE-2021-2566.
CVE-2021-4670,IT-00615,TARGETS,0.81,Isoler IT-00615 et appliquer les correctifs pour CVE-2021-4670.
T7238,IT-01665,TARGETS,0.72,Isoler IT-01665 et appliquer les correctifs pour T7238.
CVE-2021-44228,IT-05393,TARGETS,0.65,Isoler IT-05393 et appliquer les correctifs pour CVE-2021-44228.
T9697,IT-09550,TARGETS,1.0,Isoler IT-09550 et appliquer les correctifs pour T9697.
CVE-2022-4176,IT-09533,TARGETS,0.89,Isoler IT-09533 et appliquer les correctifs pour CVE-2022-4176.
T9576,IT-07777,TARGETS,0.94,Isoler IT-07777 et appliquer les correctifs pour T9576.
T8515,IT-06592,TARGETS,0.79,Isoler IT-06592 et appliquer les correctifs pour T8515.
CVE-2023-3529,IT-09772,TARGETS,0.86,Isoler IT-09772 et appliquer les correctifs pour CVE-2023-3529.
T8913,IT-01657,TARGETS,0.93,Isoler IT-01657 et appliquer les correctifs pour T8913.
T8814,IT-03308,TARGETS,0.56,Isoler IT-03308 et appliquer les correctifs pour T8814.
T1611,IT-08417,TARGETS,0.71,Isoler IT-08417 et appliquer les correctifs pour T1611.
T4026,IT-01917,TARGETS,0.99,Isoler IT-01917 et appliquer les correctifs pour T4026.
CVE-2021-7016,IT-00391,TARGETS,0.63,Isoler IT-00391 et appliquer les correctifs pour CVE-2021-7016.
T3274,IT-03997,TARGETS,0.7,Isoler IT-03997 et appliquer les correctifs pour T3274.
T4115,IT-02848,TARGETS,0.79,Isoler IT-02848 et appliquer les correctifs pour T4115.
T3343,IT-00205,TARGETS,0.95,Isoler IT-00205 et appliquer les correctifs pour T3343.
CVE-2023-2007,IT-02589,TARGETS,0.99,Isoler IT-02589 et appliquer les correctifs pour CVE-2023-2007.
CVE-2021-2435,IT-01615,TARGETS,0.87,Isoler IT-01615 et appliquer les correctifs pour CVE-2021-2435.
CVE-2023-4990,IT-07253,TARGETS,0.88,Isoler IT-07253 et appliquer les correctifs pour CVE-2023-4990.
T3639,IT-01825,TARGETS,0.72,Isoler IT-01825 et appliquer les correctifs pour T3639.
T1614,IT-06343,TARGETS,0.87,Isoler IT-06343 et appliquer les correctifs pour T1614.
T5057,IT-02334,TARGETS,1.0,Isoler IT-02334 et appliquer les correctifs pour T5057.
CVE-2025-5404,IT-01289,TARGETS,0.83,Isoler IT-01289 et appliquer les correctifs pour CVE-2025-5404.
CVE-2024-2350,IT-07185,TARGETS,0.95,Isoler IT-07185 et appliquer les correctifs pour CVE-2024-2350.
T2119,IT-03520,TARGETS,0.9,Isoler IT-03520 et appliquer les correctifs pour T2119.
T2903,IT-00366,TARGETS,0.97,Isoler IT-00366 et appliquer les correctifs pour T2903.
CVE-2023-5831,IT-03165,TARGETS,0.67,Isoler IT-03165 et appliquer les correctifs pour CVE-2023-5831.
T5478,IT-08984,TARGETS,0.96,Isoler IT-08984 et appliquer les correctifs pour T5478.
T7973,IT-07713,TARGETS,0.99,Isoler IT-07713 et appliquer les correctifs pour T7973.
CVE-2020-6812,IT-01746,TARGETS,0.8,Isoler IT-01746 et appliquer les correctifs pour CVE-2020-6812.
T1058,IT-06560,TARGETS,0.62,Isoler IT-06560 et appliquer les correctifs pour T1058.
T4854,IT-01139,TARGETS,0.64,Isoler IT-01139 et appliquer les correctifs pour T4854.
CVE-2022-6334,IT-02304,TARGETS,0.64,Isoler IT-02304 et appliquer les correctifs pour CVE-2022-6334.
T4721,IT-09724,TARGETS,0.8,Isoler IT-09724 et appliquer les correctifs pour T4721.
T1262,IT-07330,TARGETS,0.66,Isoler IT-07330 et appliquer les correctifs pour T1262.
T3268,IT-01266,TARGETS,0.93,Isoler IT-01266 et appliquer les correctifs pour T3268.
T3154,IT-02611,TARGETS,0.69,Isoler IT-02611 et appliquer les correctifs pour T3154.
CVE-2020-7359,IT-09851,TARGETS,0.9,Isoler IT-09851 et appliquer les correctifs pour CVE-2020-7359.
T9470,IT-09778,TARGETS,0.54,Isoler IT-09778 et appliquer les correctifs pour T9470.
CVE-2021-9366,IT-07306,TARGETS,0.61,Isoler IT-07306 et appliquer les correctifs pour CVE-2021-9366.
CVE-2021-5000,IT-06514,TARGETS,0.86,Isoler IT-06514 et appliquer les correctifs pour CVE-2021-5000.
T3154,IT-00916,TARGETS,0.75,Isoler IT-00916 et appliquer les correctifs pour T3154.
CVE-2024-6843,IT-08218,TARGETS,0.76,Isoler IT-08218 et appliquer les correctifs pour CVE-2024-6843.
CVE-2021-4670,IT-04943,TARGETS,0.72,Isoler IT-04943 et appliquer les correctifs pour CVE-2021-4670.
CVE-2025-9974,IT-04955,TARGETS,0.9,Isoler IT-04955 et appliquer les correctifs pour CVE-2025-9974.
CVE-2021-3251,IT-03162,TARGETS,0.65,Isoler IT-03162 et appliquer les correctifs pour CVE-2021-3251.
CVE-2025-3471,IT-06009,TARGETS,0.51,Isoler IT-06009 et appliquer les correctifs pour CVE-2025-3471.
CVE-2023-2264,IT-00119,TARGETS,0.91,Isoler IT-00119 et appliquer les correctifs pour CVE-2023-2264.
CVE-2020-7532,IT-06771,TARGETS,0.6,Isoler IT-06771 et appliquer les correctifs pour CVE-2020-7532.
T8864,IT-09498,TARGETS,1.0,Isoler IT-09498 et appliquer les correctifs pour T8864.
T2058,IT-05968,TARGETS,0.67,Isoler IT-05968 et appliquer les correctifs pour T2058.
CVE-2025-4212,IT-09921,TARGETS,0.53,Isoler IT-09921 et appliquer les correctifs pour CVE-2025-4212.
T5450,IT-01804,TARGETS,0.84,Isoler IT-01804 et appliquer les correctifs pour T5450.
CVE-2024-6538,IT-05287,TARGETS,0.97,Isoler IT-05287 et appliquer les correctifs pour CVE-2024-6538.
T1296,IT-05816,TARGETS,0.95,Isoler IT-05816 et appliquer les correctifs pour T1296.
T3856,IT-00529,TARGETS,0.65,Isoler IT-00529 et appliquer les correctifs pour T3856.
T4666,IT-01801,TARGETS,0.56,Isoler IT-01801 et appliquer les correctifs pour T4666.
T2390,IT-06489,TARGETS,0.76,Isoler IT-06489 et appliquer les correctifs pour T2390.
CVE-2021-5000,IT-09646,TARGETS,0.87,Isoler IT-09646 et appliquer les correctifs pour CVE-2021-5000.
T2495,IT-03754,TARGETS,0.97,Isoler IT-03754 et appliquer les correctifs pour T2495.
CVE-2023-8115,IT-09068,TARGETS,0.82,Isoler IT-09068 et appliquer les correctifs pour CVE-2023-8115.
T3561,IT-02453,TARGETS,0.91,Isoler IT-02453 et appliquer les correctifs pour T3561.
CVE-2024-7538,IT-07238,TARGETS,0.72,Isoler IT-07238 et appliquer les correctifs pour CVE-2024-7538.
CVE-2021-8477,IT-01594,TARGETS,0.73,Isoler IT-01594 et appliquer les correctifs pour CVE-2021-8477.
T5967,IT-01821,TARGETS,0.68,Isoler IT-01821 et appliquer les correctifs pour T5967.
CVE-2021-2566,IT-06088,TARGETS,0.71,Isoler IT-06088 et appliquer les correctifs pour CVE-2021-2566.
T4854,IT-02161,TARGETS,0.58,Isoler IT-02161 et appliquer les correctifs pour T4854.
T7199,IT-05914,TARGETS,0.57,Isoler IT-05914 et appliquer les correctifs pour T7199.
T4501,IT-03295,TARGETS,0.58,Isoler IT-03295 et appliquer les correctifs pour T4501.
CVE-2020-6988,IT-09631,TARGETS,0.52,Isoler IT-09631 et appliquer les correctifs pour CVE-2020-6988.
CVE-2021-6051,IT-00435,TARGETS,0.62,Isoler IT-00435 et appliquer les correctifs pour CVE-2021-6051.
T1602,IT-09232,TARGETS,0.54,Isoler IT-09232 et appliquer les correctifs pour T1602.
T8299,IT-01274,TARGETS,0.55,Isoler IT-01274 et appliquer les correctifs pour T8299.
T5850,IT-09333,TARGETS,0.54,Isoler IT-09333 et appliquer les correctifs pour T5850.
T1059,IT-01773,TARGETS,0.98,Isoler IT-01773 et appliquer les correctifs pour T1059.
CVE-2022-3893,IT-02056,TARGETS,0.9,Isoler IT-02056 et appliquer les correctifs pour CVE-2022-3893.
T7165,IT-06835,TARGETS,0.62,Isoler IT-06835 et appliquer les correctifs pour T7165.
CVE-2020-5379,IT-09336,TARGETS,0.95,Isoler IT-09336 et appliquer les correctifs pour CVE-2020-5379.
CVE-2020-7895,IT-05339,TARGETS,0.8,Isoler IT-05339 et appliquer les correctifs pour CVE-2020-7895.
CVE-2025-6076,IT-01382,TARGETS,0.58,Isoler IT-01382 et appliquer les correctifs pour CVE-2025-6076.
CVE-2021-9429,IT-07980,TARGETS,0.94,Isoler IT-07980 et appliquer les correctifs pour CVE-2021-9429.
T2657,IT-07712,TARGETS,0.89,Isoler IT-07712 et appliquer les correctifs pour T2657.
T3156,IT-01862,TARGETS,0.91,Isoler IT-01862 et appliquer les correctifs pour T3156.
T9413,IT-04604,TARGETS,0.72,Isoler IT-04604 et appliquer les correctifs pour T9413.
T1126,IT-03496,TARGETS,0.74,Isoler IT-03496 et appliquer les correctifs pour T1126.
T4093,IT-09835,TARGETS,0.87,Isoler IT-09835 et appliquer les correctifs pour T4093.
T1959,IT-02957,TARGETS,0.96,Isoler IT-02957 et appliquer les correctifs pour T1959.
T8665,IT-07905,TARGETS,0.51,Isoler IT-07905 et appliquer les correctifs pour T8665.
CVE-2021-6237,IT-01331,TARGETS,0.79,Isoler IT-01331 et appliquer les correctifs pour CVE-2021-6237.
CVE-2025-7091,IT-09325,TARGETS,0.7,Isoler IT-09325 et appliquer les correctifs pour CVE-2025-7091.
CVE-2021-1503,IT-06890,TARGETS,0.64,Isoler IT-06890 et appliquer les correctifs pour CVE-2021-1503.
T4048,IT-02287,TARGETS,0.86,Isoler IT-02287 et appliquer les correctifs pour T4048.
CVE-2024-1412,IT-07576,TARGETS,0.9,Isoler IT-07576 et appliquer les correctifs pour CVE-2024-1412.
T4374,IT-09931,TARGETS,0.98,Isoler IT-09931 et appliquer les correctifs pour T4374.
CVE-2024-7538,IT-00135,TARGETS,0.62,Isoler IT-00135 et appliquer les correctifs pour CVE-2024-7538.
CVE-2023-5831,IT-08819,TARGETS,0.67,Isoler IT-08819 et appliquer les correctifs pour CVE-2023-5831.
T9793,IT-02623,TARGETS,0.56,Isoler IT-02623 et appliquer les correctifs pour T9793.
CVE-2020-8074,IT-08915,TARGETS,0.99,Isoler IT-08915 et appliquer les correctifs pour CVE-2020-8074.
CVE-2025-7091,IT-06579,TARGETS,0.92,Isoler IT-06579 et appliquer les correctifs pour CVE-2025-7091.
T1523,IT-03733,TARGETS,0.57,Isoler IT-03733 et appliquer les correctifs pour T1523.
CVE-2024-9666,IT-07380,TARGETS,0.91,Isoler IT-07380 et appliquer les correctifs pour CVE-2024-9666.
CVE-2025-9375,IT-08630,TARGETS,0.94,Isoler IT-08630 et appliquer les correctifs pour CVE-2025-9375.
T4192,IT-04787,TARGETS,0.67,Isoler IT-04787 et appliquer les correctifs pour T4192.
T5267,IT-04981,TARGETS,0.9,Isoler IT-04981 et appliquer les correctifs pour T5267.
CVE-2022-3154,IT-09304,TARGETS,0.81,Isoler IT-09304 et appliquer les correctifs pour CVE-2022-3154.
T5522,IT-03370,TARGETS,0.52,Isoler IT-03370 et appliquer les correctifs pour T5522.
T5108,IT-06676,TARGETS,0.74,Isoler IT-06676 et appliquer les correctifs pour T5108.
CVE-2025-7345,IT-08368,TARGETS,0.77,Isoler IT-08368 et appliquer les correctifs pour CVE-2025-7345.
CVE-2022-6226,IT-00073,TARGETS,0.94,Isoler IT-00073 et appliquer les correctifs pour CVE-2022-6226.
CVE-2021-6220,IT-00291,TARGETS,0.98,Isoler IT-00291 et appliquer les correctifs pour CVE-2021-6220.
CVE-2020-2664,IT-06258,TARGETS,0.72,Isoler IT-06258 et appliquer les correctifs pour CVE-2020-2664.
CVE-2021-1662,IT-07588,TARGETS,0.71,Isoler IT-07588 et appliquer les correctifs pour CVE-2021-1662.
CVE-2025-8031,IT-07199,TARGETS,0.96,Isoler IT-07199 et appliquer les correctifs pour CVE-2025-8031.
CVE-2024-1730,IT-07329,TARGETS,0.52,Isoler IT-07329 et appliquer les correctifs pour CVE-2024-1730.
T1523,IT-02256,TARGETS,0.71,Isoler IT-02256 et appliquer les correctifs pour T1523.
T9413,IT-01934,TARGETS,0.61,Isoler IT-01934 et appliquer les correctifs pour T9413.
T3608,IT-08304,TARGETS,0.91,Isoler IT-08304 et appliquer les correctifs pour T3608.
CVE-2023-3221,IT-06503,TARGETS,0.71,Isoler IT-06503 et appliquer les correctifs pour CVE-2023-3221.
CVE-2020-8730,IT-02407,TARGETS,0.7,Isoler IT-02407 et appliquer les correctifs pour CVE-2020-8730.
CVE-2021-5267,IT-03405,TARGETS,0.84,Isoler IT-03405 et appliquer les correctifs pour CVE-2021-5267.
T8913,IT-06802,TARGETS,0.71,Isoler IT-06802 et appliquer les correctifs pour T8913.
T2435,IT-09968,TARGETS,0.69,Isoler IT-09968 et appliquer les correctifs pour T2435.
T5466,IT-02591,TARGETS,0.59,Isoler IT-02591 et appliquer les correctifs pour T5466.
T8761,IT-05752,TARGETS,0.5,Isoler IT-05752 et appliquer les correctifs pour T8761.
T3477,IT-09273,TARGETS,0.68,Isoler IT-09273 et appliquer les correctifs pour T3477.
T3282,IT-06715,TARGETS,0.81,Isoler IT-06715 et appliquer les correctifs pour T3282.
T9853,IT-07353,TARGETS,0.94,Isoler IT-07353 et appliquer les correctifs pour T9853.
T3333,IT-03129,TARGETS,0.54,Isoler IT-03129 et appliquer les correctifs pour T3333.
CVE-2023-2794,IT-03906,TARGETS,0.65,Isoler IT-03906 et appliquer les correctifs pour CVE-2023-2794.
CVE-2022-4399,IT-00997,TARGETS,0.92,Isoler IT-00997 et appliquer les correctifs pour CVE-2022-4399.
CVE-2024-8947,IT-04263,TARGETS,0.74,Isoler IT-04263 et appliquer les correctifs pour CVE-2024-8947.
CVE-2023-2655,IT-04011,TARGETS,0.66,Isoler IT-04011 et appliquer les correctifs pour CVE-2023-2655.
CVE-2024-9120,IT-03536,TARGETS,0.57,Isoler IT-03536 et appliquer les correctifs pour CVE-2024-9120.
T5299,IT-02870,TARGETS,0.91,Isoler IT-02870 et appliquer les correctifs pour T5299.
CVE-2024-7695,IT-07284,TARGETS,0.62,Isoler IT-07284 et appliquer les correctifs pour CVE-2024-7695.
CVE-2022-2409,IT-00946,TARGETS,0.97,Isoler IT-00946 et appliquer les correctifs pour CVE-2022-2409.
CVE-2022-1756,IT-04443,TARGETS,0.58,Isoler IT-04443 et appliquer les correctifs pour CVE-2022-1756.
T9805,IT-04778,TARGETS,0.97,Isoler IT-04778 et appliquer les correctifs pour T9805.
CVE-2021-5939,IT-07263,TARGETS,0.8,Isoler IT-07263 et appliquer les correctifs pour CVE-2021-5939.
T9465,IT-06260,TARGETS,0.8,Isoler IT-06260 et appliquer les correctifs pour T9465.
